,user,churnedAfterSix,weekNumber,article,diary,message,recipe,weight,numberEvents,delta_numberEvents,messageCount_group,messageCount_private,sentiment_group,sentiment_private,questionsAsked_group,questionsAsked_private,emojisUsed_group,emojisUsed_private,mentionedScales_group,mentionedScales_private,mentionedTracker_group,mentionedTracker_private,delta_messageCount_group,delta_messageCount_private,delta_sentiment_group,delta_sentiment_private,delta_questionsAsked_group,delta_questionsAsked_private,delta_emojisUsed_group,delta_emojisUsed_private,delta_mentionedScales_group,delta_mentionedScales_private,delta_mentionedTracker_group,delta_mentionedTracker_private
686,5cd00a3e5e79f41664534bba,True,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,5cd00a3e5e79f41664534bba,True,1,6.0,17.0,6.0,0.0,2.0,25.0,25.0,3.0,3.0,0.08,0.336,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.23,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
688,5cd00a3e5e79f41664534bba,True,2,6.0,2.0,0.0,0.0,1.0,9.0,-16.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
689,5cd00a3e5e79f41664534bba,True,3,2.0,0.0,1.0,0.0,0.0,2.0,-7.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
690,5cd00a3e5e79f41664534bba,True,4,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,1.0,,-0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.042,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
691,5cd00a3e5e79f41664534bba,True,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,5cd00a3e5e79f41664534bba,True,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,5cd00e5171e1f115ef0c1804,True,0,10.0,0.0,7.0,0.0,0.0,10.0,0.0,6.0,1.0,0.153,0.38,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,5cd00e5171e1f115ef0c1804,True,1,6.0,1.0,42.0,0.0,6.0,13.0,3.0,39.0,3.0,0.238,0.299,4.0,2.0,31.0,3.0,0.0,0.0,0.0,0.0,33.0,2.0,0.085,-0.081,3.0,2.0,29.0,2.0,0.0,0.0,0.0,0.0
695,5cd00e5171e1f115ef0c1804,True,2,6.0,3.0,19.0,0.0,5.0,14.0,1.0,16.0,3.0,0.256,0.51,3.0,1.0,11.0,2.0,0.0,0.0,1.0,0.0,-23.0,0.0,0.019,0.211,-1.0,-1.0,-20.0,-1.0,0.0,0.0,1.0,0.0
696,5cd00e5171e1f115ef0c1804,True,3,5.0,0.0,8.0,0.0,2.0,7.0,-7.0,4.0,4.0,0.009,0.182,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,-12.0,1.0,-0.248,-0.328,-3.0,-1.0,-10.0,0.0,0.0,0.0,-1.0,0.0
697,5cd00e5171e1f115ef0c1804,True,4,2.0,0.0,3.0,0.0,0.0,2.0,-5.0,1.0,2.0,0.158,0.087,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.0,0.149,-0.095,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
698,5cd00e5171e1f115ef0c1804,True,5,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-0.158,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
699,5cd00e5171e1f115ef0c1804,True,6,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.255,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
700,5cd0258e3717b5163f57ae65,False,0,10.0,0.0,1.0,0.0,2.0,12.0,0.0,1.0,0.0,0.505,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,5cd0258e3717b5163f57ae65,False,1,1.0,0.0,26.0,0.0,5.0,6.0,-6.0,26.0,0.0,0.114,,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,-0.391,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
702,5cd0258e3717b5163f57ae65,False,2,1.0,0.0,19.0,0.0,4.0,5.0,-1.0,19.0,0.0,0.225,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.111,0.0,-3.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0
703,5cd0258e3717b5163f57ae65,False,3,0.0,0.0,4.0,0.0,4.0,4.0,-1.0,4.0,0.0,0.31,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.085,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
704,5cd0258e3717b5163f57ae65,False,4,0.0,0.0,1.0,0.0,0.0,0.0,-4.0,1.0,0.0,0.671,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.361,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,5cd0258e3717b5163f57ae65,False,5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.062,0.094,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-0.608,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
706,5cd0258e3717b5163f57ae65,False,6,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,5.0,0.18,0.017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.117,-0.077,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
707,5cd0519d3717b5163f57c5be,False,0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,5cd0519d3717b5163f57c5be,False,1,6.0,0.0,12.0,0.0,1.0,7.0,5.0,11.0,1.0,0.235,0.29,6.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,0.235,0.0,6.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0
709,5cd0519d3717b5163f57c5be,False,2,7.0,51.0,33.0,1.0,5.0,64.0,57.0,21.0,12.0,0.253,0.062,5.0,6.0,12.0,7.0,0.0,0.0,0.0,0.0,10.0,11.0,0.019,-0.228,-1.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0
710,5cd0519d3717b5163f57c5be,False,3,6.0,62.0,13.0,0.0,3.0,71.0,7.0,9.0,4.0,0.141,0.163,2.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0,-12.0,-8.0,-0.112,0.1,-3.0,3.0,-8.0,-3.0,0.0,0.0,0.0,0.0
711,5cd0519d3717b5163f57c5be,False,4,3.0,32.0,11.0,0.0,4.0,39.0,-32.0,11.0,0.0,0.139,,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,-0.002,0.0,5.0,-9.0,-3.0,-4.0,0.0,0.0,0.0,0.0
712,5cd0519d3717b5163f57c5be,False,5,8.0,0.0,13.0,0.0,2.0,10.0,-29.0,13.0,0.0,0.282,,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.143,0.0,-6.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
713,5cd0519d3717b5163f57c5be,False,6,5.0,0.0,13.0,0.0,1.0,6.0,-4.0,13.0,0.0,0.285,,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0
714,5cd064a771e1f115ef0c45a9,False,0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,3.0,2.0,0.563,0.245,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,5cd064a771e1f115ef0c45a9,False,1,6.0,8.0,13.0,0.0,4.0,18.0,13.0,9.0,4.0,0.183,0.172,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,-0.38,-0.073,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
716,5cd064a771e1f115ef0c45a9,False,2,6.0,4.0,14.0,0.0,4.0,14.0,-4.0,7.0,7.0,0.265,0.104,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.0,3.0,0.081,-0.068,-2.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
717,5cd064a771e1f115ef0c45a9,False,3,7.0,10.0,15.0,0.0,3.0,20.0,6.0,9.0,6.0,0.213,0.148,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,-0.051,0.044,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
718,5cd064a771e1f115ef0c45a9,False,4,5.0,0.0,6.0,0.0,2.0,7.0,-13.0,3.0,3.0,0.169,0.012,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-6.0,-3.0,-0.044,-0.136,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0
719,5cd064a771e1f115ef0c45a9,False,5,3.0,0.0,3.0,0.0,1.0,4.0,-3.0,3.0,0.0,0.112,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-0.058,0.0,-1.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0
720,5cd064a771e1f115ef0c45a9,False,6,9.0,0.0,3.0,0.0,2.0,11.0,7.0,3.0,0.0,0.134,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,5cd065f871e1f115ef0c46cd,False,0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,5cd065f871e1f115ef0c46cd,False,1,7.0,0.0,9.0,0.0,2.0,9.0,0.0,6.0,3.0,0.041,0.139,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
723,5cd065f871e1f115ef0c46cd,False,2,1.0,4.0,14.0,0.0,3.0,8.0,-1.0,12.0,2.0,0.072,-0.078,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,-1.0,0.031,-0.216,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
724,5cd065f871e1f115ef0c46cd,False,3,11.0,0.0,5.0,0.0,2.0,13.0,5.0,2.0,3.0,0.488,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,1.0,0.416,0.108,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
725,5cd065f871e1f115ef0c46cd,False,4,3.0,0.0,5.0,0.0,2.0,5.0,-8.0,3.0,2.0,0.304,-0.066,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-0.184,-0.096,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
726,5cd065f871e1f115ef0c46cd,False,5,6.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
727,5cd065f871e1f115ef0c46cd,False,6,7.0,0.0,6.0,0.0,1.0,8.0,2.0,5.0,1.0,0.145,-0.027,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
728,5cd086c73717b5163f57e7a0,False,0,0.0,0.0,8.0,0.0,8.0,8.0,0.0,8.0,0.0,0.171,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,5cd086c73717b5163f57e7a0,False,1,4.0,0.0,20.0,0.0,16.0,20.0,12.0,19.0,0.0,0.113,,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,-0.059,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
730,5cd086c73717b5163f57e7a0,False,2,8.0,18.0,14.0,0.0,7.0,33.0,13.0,12.0,2.0,0.084,0.208,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,-7.0,2.0,-0.029,0.0,-4.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0
731,5cd086c73717b5163f57e7a0,False,3,6.0,0.0,5.0,0.0,8.0,14.0,-19.0,5.0,0.0,0.199,,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-7.0,-2.0,0.115,0.0,2.0,-2.0,2.0,-1.0,0.0,0.0,0.0,0.0
732,5cd086c73717b5163f57e7a0,False,4,6.0,0.0,5.0,0.0,7.0,13.0,-1.0,5.0,0.0,0.005,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.193,0.0,-2.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0
733,5cd086c73717b5163f57e7a0,False,5,5.0,0.0,8.0,0.0,8.0,13.0,0.0,8.0,0.0,0.114,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.109,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734,5cd086c73717b5163f57e7a0,False,6,1.0,0.0,6.0,0.0,7.0,8.0,-5.0,6.0,0.0,0.054,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-0.06,0.0,5.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
735,5cd08c739eddbe16362646f4,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,5cd08c739eddbe16362646f4,False,1,6.0,0.0,9.0,0.0,4.0,10.0,10.0,8.0,1.0,0.296,0.714,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
737,5cd08c739eddbe16362646f4,False,2,6.0,13.0,5.0,0.0,3.0,22.0,12.0,5.0,0.0,0.103,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-3.0,-1.0,-0.193,0.0,-3.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
738,5cd08c739eddbe16362646f4,False,3,6.0,0.0,3.0,0.0,2.0,8.0,-14.0,3.0,0.0,0.258,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.155,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
739,5cd08c739eddbe16362646f4,False,4,6.0,0.0,6.0,0.0,2.0,8.0,0.0,6.0,0.0,0.242,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,5cd08c739eddbe16362646f4,False,5,6.0,0.0,4.0,0.0,2.0,8.0,0.0,4.0,0.0,0.234,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-0.007,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
741,5cd08c739eddbe16362646f4,False,6,6.0,0.0,3.0,1.0,2.0,9.0,1.0,1.0,2.0,0.75,0.225,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-3.0,2.0,0.516,0.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0
742,5cd0a9a171e1f115ef0c79b0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,5cd0a9a171e1f115ef0c79b0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,5cd0a9a171e1f115ef0c79b0,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,5cd0a9a171e1f115ef0c79b0,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,5cd0a9a171e1f115ef0c79b0,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,5cd0a9a171e1f115ef0c79b0,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,5cd0a9a171e1f115ef0c79b0,False,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,5cd1679f3857af1656a27fe3,False,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,5cd1679f3857af1656a27fe3,False,1,12.0,0.0,1.0,0.0,2.0,14.0,12.0,0.0,1.0,,0.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,5cd1679f3857af1656a27fe3,False,2,7.0,0.0,0.0,0.0,3.0,10.0,-4.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,5cd1679f3857af1656a27fe3,False,3,6.0,0.0,0.0,0.0,3.0,9.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,5cd1679f3857af1656a27fe3,False,4,6.0,0.0,0.0,0.0,2.0,8.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,5cd1679f3857af1656a27fe3,False,5,6.0,0.0,4.0,0.0,3.0,9.0,1.0,0.0,4.0,,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,5cd1679f3857af1656a27fe3,False,6,6.0,0.0,0.0,0.0,2.0,8.0,-1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,5cd1cb1077fc67163594c6a3,False,0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.125,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,5cd1cb1077fc67163594c6a3,False,1,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.289,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.164,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0
758,5cd1cb1077fc67163594c6a3,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759,5cd1cb1077fc67163594c6a3,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,5cd1cb1077fc67163594c6a3,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,5cd1cb1077fc67163594c6a3,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,5cd1cb1077fc67163594c6a3,False,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,5cd1cca496bab61656ea8e2d,False,0,6.0,0.0,14.0,0.0,2.0,8.0,0.0,13.0,1.0,0.075,-0.075,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,5cd1cca496bab61656ea8e2d,False,1,10.0,0.0,16.0,0.0,5.0,15.0,7.0,16.0,0.0,0.297,,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,-1.0,0.223,0.0,-2.0,0.0,-3.0,0.0,1.0,0.0,0.0,0.0
765,5cd1cca496bab61656ea8e2d,False,2,5.0,5.0,19.0,0.0,3.0,13.0,-2.0,18.0,1.0,0.093,0.1,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-0.204,0.0,4.0,0.0,-2.0,0.0,-1.0,0.0,0.0,0.0
766,5cd1cca496bab61656ea8e2d,False,3,7.0,0.0,12.0,0.0,2.0,9.0,-4.0,8.0,4.0,0.078,0.198,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-10.0,3.0,-0.015,0.098,-3.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
767,5cd1cca496bab61656ea8e2d,False,4,6.0,0.0,9.0,0.0,2.0,8.0,-1.0,7.0,2.0,0.027,0.183,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-0.051,-0.015,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
768,5cd1cca496bab61656ea8e2d,False,5,6.0,0.0,6.0,0.0,0.0,6.0,-2.0,6.0,0.0,0.197,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-2.0,0.17,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
769,5cd1cca496bab61656ea8e2d,False,6,6.0,0.0,2.0,0.0,1.0,7.0,1.0,2.0,0.0,0.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.053,0.0,-2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
770,5cd1f49996bab61656eab080,False,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.355,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,5cd1f49996bab61656eab080,False,1,6.0,12.0,14.0,0.0,7.0,25.0,25.0,12.0,2.0,0.343,0.201,2.0,1.0,8.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,-0.012,0.0,2.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0
772,5cd1f49996bab61656eab080,False,2,6.0,10.0,9.0,0.0,3.0,19.0,-6.0,8.0,1.0,0.127,0.27,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,-4.0,-1.0,-0.216,0.07,-2.0,-1.0,-3.0,0.0,0.0,0.0,0.0,-1.0
773,5cd1f49996bab61656eab080,False,3,6.0,0.0,2.0,0.0,1.0,7.0,-12.0,2.0,0.0,0.153,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-1.0,0.025,0.0,0.0,0.0,-5.0,-1.0,0.0,0.0,0.0,0.0
774,5cd1f49996bab61656eab080,False,4,6.0,18.0,4.0,0.0,1.0,25.0,18.0,2.0,2.0,0.293,0.328,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.141,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
775,5cd1f49996bab61656eab080,False,5,6.0,4.0,4.0,0.0,2.0,12.0,-13.0,4.0,0.0,0.291,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,5cd1f49996bab61656eab080,False,6,6.0,0.0,1.0,0.0,0.0,6.0,-6.0,1.0,0.0,0.306,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.016,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
777,5cd2e57a89724c1732e98dcf,False,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,5cd2e57a89724c1732e98dcf,False,1,10.0,0.0,6.0,2.0,3.0,15.0,13.0,6.0,0.0,0.224,,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
