,,userData,userData,userData,article,article,article,article,article,article,article,diary,diary,diary,diary,diary,diary,diary,message,message,message,message,message,message,message,recipe,recipe,recipe,recipe,recipe,recipe,recipe,weight,weight,weight,weight,weight,weight,weight,numberEvents,numberEvents,numberEvents,numberEvents,numberEvents,numberEvents,numberEvents,delta_numberEvents,delta_numberEvents,delta_numberEvents,delta_numberEvents,delta_numberEvents,delta_numberEvents,delta_numberEvents,messageCount_group,messageCount_group,messageCount_group,messageCount_group,messageCount_group,messageCount_group,messageCount_group,messageCount_private,messageCount_private,messageCount_private,messageCount_private,messageCount_private,messageCount_private,messageCount_private,sentiment_group,sentiment_group,sentiment_group,sentiment_group,sentiment_group,sentiment_group,sentiment_group,sentiment_private,sentiment_private,sentiment_private,sentiment_private,sentiment_private,sentiment_private,sentiment_private,questionsAsked_group,questionsAsked_group,questionsAsked_group,questionsAsked_group,questionsAsked_group,questionsAsked_group,questionsAsked_group,questionsAsked_private,questionsAsked_private,questionsAsked_private,questionsAsked_private,questionsAsked_private,questionsAsked_private,questionsAsked_private,emojisUsed_group,emojisUsed_group,emojisUsed_group,emojisUsed_group,emojisUsed_group,emojisUsed_group,emojisUsed_group,emojisUsed_private,emojisUsed_private,emojisUsed_private,emojisUsed_private,emojisUsed_private,emojisUsed_private,emojisUsed_private,mentionedScales_group,mentionedScales_group,mentionedScales_group,mentionedScales_group,mentionedScales_group,mentionedScales_group,mentionedScales_group,mentionedScales_private,mentionedScales_private,mentionedScales_private,mentionedScales_private,mentionedScales_private,mentionedScales_private,mentionedScales_private,mentionedTracker_group,mentionedTracker_group,mentionedTracker_group,mentionedTracker_group,mentionedTracker_group,mentionedTracker_group,mentionedTracker_group,mentionedTracker_private,mentionedTracker_private,mentionedTracker_private,mentionedTracker_private,mentionedTracker_private,mentionedTracker_private,mentionedTracker_private,delta_messageCount_group,delta_messageCount_group,delta_messageCount_group,delta_messageCount_group,delta_messageCount_group,delta_messageCount_group,delta_messageCount_group,delta_messageCount_private,delta_messageCount_private,delta_messageCount_private,delta_messageCount_private,delta_messageCount_private,delta_messageCount_private,delta_messageCount_private,delta_sentiment_group,delta_sentiment_group,delta_sentiment_group,delta_sentiment_group,delta_sentiment_group,delta_sentiment_group,delta_sentiment_group,delta_sentiment_private,delta_sentiment_private,delta_sentiment_private,delta_sentiment_private,delta_sentiment_private,delta_sentiment_private,delta_sentiment_private,delta_questionsAsked_group,delta_questionsAsked_group,delta_questionsAsked_group,delta_questionsAsked_group,delta_questionsAsked_group,delta_questionsAsked_group,delta_questionsAsked_group,delta_questionsAsked_private,delta_questionsAsked_private,delta_questionsAsked_private,delta_questionsAsked_private,delta_questionsAsked_private,delta_questionsAsked_private,delta_questionsAsked_private,delta_emojisUsed_group,delta_emojisUsed_group,delta_emojisUsed_group,delta_emojisUsed_group,delta_emojisUsed_group,delta_emojisUsed_group,delta_emojisUsed_group,delta_emojisUsed_private,delta_emojisUsed_private,delta_emojisUsed_private,delta_emojisUsed_private,delta_emojisUsed_private,delta_emojisUsed_private,delta_emojisUsed_private,delta_mentionedScales_group,delta_mentionedScales_group,delta_mentionedScales_group,delta_mentionedScales_group,delta_mentionedScales_group,delta_mentionedScales_group,delta_mentionedScales_group,delta_mentionedScales_private,delta_mentionedScales_private,delta_mentionedScales_private,delta_mentionedScales_private,delta_mentionedScales_private,delta_mentionedScales_private,delta_mentionedScales_private,delta_mentionedTracker_group,delta_mentionedTracker_group,delta_mentionedTracker_group,delta_mentionedTracker_group,delta_mentionedTracker_group,delta_mentionedTracker_group,delta_mentionedTracker_group,delta_mentionedTracker_private,delta_mentionedTracker_private,delta_mentionedTracker_private,delta_mentionedTracker_private,delta_mentionedTracker_private,delta_mentionedTracker_private,delta_mentionedTracker_private
5cd858d4f2f52212d0949861,False,54,163.0,128.4,10.0,5.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,13.0,20.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,3.0,0.0,11.0,9.0,9.0,6.0,1.0,12.0,0.0,0.0,-2.0,0.0,-3.0,-5.0,11.0,-12.0,3.0,13.0,14.0,1.0,5.0,5.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,0.06345914704549034,0.24297392002771853,0.06285943804308115,0.06923623512797,0.079095679996767,0.217556435866809,0.12253014268463935,0.0555488651274089,0.0555488651274089,0.08611105830870518,0.0,0.08053553707352151,0.0555488651274089,0.0555488651274089,0.0,4.0,13.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,-13.0,4.0,0.0,-5.0,0.0,0.0,6.0,-5.0,1.0,-2.0,0.0,0.0,0.17951477298222818,-0.18011448198463736,0.0063767970848888494,0.009859444868797002,0.138460755870042,0.0,0.0,0.0,0.0,-0.08611105830870518,0.08053553707352151,0.0,0.0,0.0,4.0,9.0,-13.0,1.0,1.0,-2.0,0.0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,2.0,2.0,-4.0,0.0,1.0,-1.0,0.0,0.0,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5cd8725df2f52212d094a7ed,False,38,198.1,78.9,10.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,26.0,75.0,73.0,82.0,82.0,80.0,4.0,42.0,36.0,44.0,28.0,25.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,7.0,4.0,7.0,5.0,2.0,13.0,39.0,88.0,83.0,95.0,93.0,88.0,0.0,26.0,49.0,-5.0,12.0,-2.0,-5.0,4.0,38.0,34.0,38.0,22.0,25.0,15.0,0.0,4.0,2.0,6.0,6.0,0.0,9.0,0.21337242708608026,0.15556477197657675,0.1707302091231652,0.1842235124388929,0.18809583449461365,0.12084908181714966,0.2122898695798319,0.18391498541962753,0.09211242070287651,0.19346126252426102,0.2105993142456557,0.1499857000873935,0.18391498541962753,0.273416229537951,2.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,0.0,7.0,5.0,9.0,8.0,9.0,6.0,0.0,2.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,-4.0,4.0,-16.0,3.0,-10.0,0.0,4.0,-2.0,4.0,0.0,-6.0,9.0,0.0,-0.0578076551095035,0.01516543714658844,0.013493303315727706,0.003872322055720745,-0.06724675267746398,0.09144078776268223,0.0,0.0,0.10134884182138451,0.01713805172139468,-0.06061361415826219,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,-1.0,0.0,0.0,1.0,-1.0,2.0,1.0,-3.0,3.0,0.0,7.0,-2.0,4.0,-1.0,1.0,-3.0,0.0,2.0,-1.0,-1.0,1.0,-1.0,5.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0
5cd879c68750b31341741e71,False,65,182.9,79.8,0.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,28.0,8.0,0.0,0.0,0.0,0.0,11.0,25.0,34.0,3.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,3.0,37.0,15.0,7.0,9.0,6.0,6.0,0.0,34.0,-22.0,-8.0,2.0,-3.0,0.0,11.0,23.0,34.0,3.0,16.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.12713716641054634,0.1665559498487063,0.16730670206487955,0.1147249084798558,0.116560436356156,0.058894388324885506,0.12519659191417157,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,-31.0,13.0,-10.0,-6.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.039418783438159966,0.0007507522161732394,-0.05258179358502375,0.0018355278763002025,-0.05766604803127049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,3.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5cd87b758750b31341741ff6,False,73,185.4,71.7,10.0,6.0,5.0,6.0,6.0,6.0,2.0,2.0,2.0,9.0,0.0,0.0,2.0,0.0,1.0,5.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,3.0,2.0,2.0,1.0,15.0,12.0,19.0,9.0,8.0,10.0,3.0,0.0,-3.0,7.0,-10.0,-1.0,2.0,-7.0,1.0,5.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26600505512744405,0.2683045663446366,0.31878935495167315,0.24038921950108103,0.813172798364529,0.38133219885787273,0.38133219885787273,-0.219469056285087,-0.219469056285087,-0.219469056285087,-0.219469056285087,-0.219469056285087,-0.219469056285087,-0.219469056285087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,-5.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0022995112171925736,0.050484788607036535,-0.07840013545059213,0.572783578863448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5cd88897f2f52212d094b570,False,40,159.0,106.0,10.0,6.0,4.0,6.0,4.0,1.0,0.0,0.0,19.0,15.0,0.0,0.0,0.0,0.0,4.0,23.0,9.0,8.0,1.0,0.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,1.0,10.0,48.0,21.0,8.0,6.0,1.0,1.0,0.0,38.0,-27.0,-13.0,-2.0,-5.0,0.0,3.0,21.0,6.0,7.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.146780328358202,0.2067841491262643,0.1961262585066542,0.1061930380396647,0.16257197661490366,0.16257197661490366,0.15697610904373302,0.318757640813079,0.154261074467133,0.28566456877016266,0.141431955479872,0.346410161513775,0.24930508020880432,0.24930508020880432,0.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,21.0,2.0,13.0,0.0,0.0,9.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,-15.0,1.0,-7.0,0.0,3.0,0.0,1.0,1.0,-2.0,0.0,-1.0,0.0,0.0,0.060003820768062294,-0.010657890619610116,-0.08993322046698948,0.0,0.0,0.0,0.0,-0.164496566345946,0.13140349430302967,-0.14423261329029066,0.20497820603390302,0.0,0.0,0.0,4.0,-3.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,13.0,-19.0,11.0,-13.0,0.0,9.0,0.0,0.0,11.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5cd891627f5ae812d8956f58,False,53,171.0,111.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-4.0,3.0,-3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21570146129033,0.20991280326113076,0.2041241452319315,0.20991280326113076,0.20991280326113076,0.20991280326113076,0.20991280326113076,0.15783684608776452,0.15783684608776452,0.15783684608776452,0.15783684608776452,0.15783684608776452,0.15783684608776452,0.15783684608776452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5cd89558f2f52212d094bd8e,NA,31,173.0,103.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.17886427543356728,0.17886427543356728,0.17886427543356728,0.17886427543356728,0.17886427543356728,0.17886427543356728,0.17886427543356728,0.16262055641172501,0.16262055641172501,0.16262055641172501,0.16262055641172501,0.129465821236757,0.19577529158669302,0.16262055641172501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066309470349936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5cd93357f2f52212d09501ba,False,36,182.9,104.3,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,2.0,1.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-1.0,0.0,0.0,0.0,4.0,18.0,0.0,1.0,0.0,0.0,7.0,4.0,0.0,2.0,0.0,0.0,7.0,1.0,0.197515172492562,0.24470804058481466,0.12223245759721209,0.0,0.12223245759721209,0.12223245759721209,0.04670661731147171,0.20832620187132675,0.16569702120670332,0.0858572402157165,0.16569702120670332,0.16569702120670332,0.10193797607310302,0.266666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,-18.0,1.0,-1.0,0.0,7.0,0.0,-4.0,2.0,-2.0,0.0,7.0,-6.0,0.0,0.04719286809225265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164728690593564,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5cd935e58750b3134174703f,False,57,178.0,79.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.025724787771376004,0.2814582562299425,0.15359152200065926,0.15359152200065926,0.15359152200065926,0.15359152200065926,0.15359152200065926,0.18918765730180107,0.29876795640307596,0.07960735820052617,0.18918765730180107,0.18918765730180107,0.18918765730180107,0.18918765730180107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,-6.0,0.0,0.0,0.0,0.0,0.25573346845856654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2191605982025498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5cd93b263ce21112c1de6b15,False,59,152.4,71.7,7.0,6.0,6.0,6.0,6.0,2.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,28.0,35.0,21.0,18.0,8.0,9.0,7.0,2.0,12.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,10.0,20.0,18.0,7.0,11.0,4.0,11.0,0.0,10.0,-2.0,-11.0,4.0,-7.0,7.0,25.0,30.0,19.0,18.0,8.0,9.0,7.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.16262710994081758,0.10953892281186994,0.1505091690066685,0.1760905135488947,0.1191830894821895,0.06260491528850834,0.23103196169670115,0.35564213840562353,0.06642922920672881,-0.030535607352033003,0.13051192008677312,0.13051192008677312,0.13051192008677312,0.13051192008677312,9.0,5.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,9.0,14.0,3.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-11.0,-1.0,-10.0,1.0,-2.0,0.0,3.0,-4.0,-1.0,0.0,0.0,0.0,0.0,-0.05308818712894764,0.040970246194798554,0.025581344542226214,-0.05690742406670521,-0.05657817419368116,0.1684270464081928,0.0,-0.28921290919889475,-0.09696483655876181,0.0,0.0,0.0,0.0,0.0,-4.0,-2.0,1.0,-4.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-10.0,5.0,-11.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5cd93ee932795213656ae06a,False,47,180.3,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25460052743745204,0.25460052743745204,0.25460052743745204,0.25460052743745204,0.25460052743745204,0.25460052743745204,0.25460052743745204,0.15783684608776452,0.15783684608776452,0.15783684608776452,0.15783684608776452,0.15783684608776452,0.15783684608776452,0.15783684608776452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5cd94a613ce21112c1de7586,False,60,156.2,57.606,10.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,12.0,43.0,76.0,65.0,71.0,28.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,4.0,3.0,2.0,1.0,10.0,31.0,21.0,10.0,9.0,8.0,7.0,0.0,21.0,-10.0,-11.0,-1.0,-1.0,-1.0,12.0,43.0,72.0,45.0,59.0,20.0,21.0,0.0,0.0,4.0,20.0,12.0,8.0,20.0,0.20469003698069585,0.18560480287474382,0.09101838930522085,0.24494296707041605,0.197730843042084,0.27530041936799104,0.18830867821394326,0.11157901366618495,0.11157901366618495,0.12058505913607925,0.06254854879128831,0.1465490023329972,0.1569544157780225,0.07125804229253757,6.0,8.0,15.0,9.0,9.0,4.0,5.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,1.0,3.0,9.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,31.0,29.0,-27.0,14.0,-39.0,1.0,0.0,0.0,4.0,16.0,-8.0,-4.0,12.0,0.0,-0.01908523410595203,-0.09458641356952296,0.1539245777651952,-0.04721212402833205,0.07756957632590705,-0.08699174115404779,0.0,0.0,0.0,-0.058036510344790945,0.08400045354170889,0.010405413445025297,-0.08569637348548492,0.0,2.0,7.0,-6.0,0.0,-5.0,1.0,0.0,0.0,0.0,3.0,1.0,-1.0,-1.0,0.0,2.0,6.0,-5.0,2.0,-5.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0
